Clave_de_entidad,Entidad_federativa,Clave_de_municipio,Municipio,Poblacion_total,Porcentaje_poblacion_carencia,Personas_carencia_alimentacion
1,Aguascalientes,1001,Aguascalientes,922268,15.8,145444
1,Aguascalientes,1002,Asientos,48635,28.5,13870
1,Aguascalientes,1003,Calvillo,52377,20.1,10552
1,Aguascalientes,1004,Cosío,15942,25,3980
1,Aguascalientes,1005,Jesús María,127962,17.9,22945
1,Aguascalientes,1006,Pabellón de Arteaga,45100,16.6,7501
1,Aguascalientes,1007,Rincón de Romos,53844,23.8,12825
1,Aguascalientes,1008,San José de Gracia,9201,10.5,967
1,Aguascalientes,1009,Tepezalá,20898,21.9,4572
1,Aguascalientes,1010,El Llano,20182,24.4,4924
1,Aguascalientes,1011,San Francisco de los Romo,56833,21.2,12044
2,Baja California,2001,Ensenada,442249,12.5,55151
2,Baja California,2002,Mexicali,1029786,10.7,110450
2,Baja California,2003,Tecate,108846,11,11984
2,Baja California,2004,Tijuana,1913345,13.6,259353
2,Baja California,2005,Playas de Rosarito,130620,9.8,12850
2,Baja California,2006,San Quintín,117619,20.5,24129
3,Baja California Sur,3001,Comondú,78325,24.2,18935
3,Baja California Sur,3002,Mulegé,69902,15.6,10878
3,Baja California Sur,3003,La Paz,326350,22.6,73906
3,Baja California Sur,3008,Los Cabos,391603,23.8,93312
3,Baja California Sur,3009,Loreto,19285,21.2,4098
4,Campeche,4001,Calkiní,65892,27,17783
4,Campeche,4002,Campeche,306177,19.4,59270
4,Campeche,4003,Carmen,254143,27.8,70611
4,Campeche,4004,Champotón,82962,28.4,23548
4,Campeche,4005,Hecelchakán,37545,26.5,9959
4,Campeche,4006,Hopelchén,49773,16,7966
4,Campeche,4007,Palizada,9308,16,1485
4,Campeche,4008,Tenabo,12092,28,3390
4,Campeche,4009,Escárcega,65161,25.3,16494
4,Campeche,4010,Calakmul,40375,35.2,14207
4,Campeche,4011,Candelaria,55369,27.7,15335
4,Campeche,4012,Seybaplaya,n.d.,n.d.,n.d.
5,Coahuila de Zaragoza,5001,Abasolo,1019,6.2,64
5,Coahuila de Zaragoza,5002,Acuña,163931,15,24600
5,Coahuila de Zaragoza,5003,Allende,22759,7.6,1722
5,Coahuila de Zaragoza,5004,Arteaga,33786,18.1,6117
5,Coahuila de Zaragoza,5005,Candela,1639,21.7,356
5,Coahuila de Zaragoza,5006,Castaños,28442,13.6,3867
5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,12788,13.8,1765
5,Coahuila de Zaragoza,5008,Escobedo,3039,23.8,723
5,Coahuila de Zaragoza,5009,Francisco I. Madero,62475,29.9,18708
5,Coahuila de Zaragoza,5010,Frontera,78071,13.8,10812
5,Coahuila de Zaragoza,5011,General Cepeda,11395,14.5,1648
5,Coahuila de Zaragoza,5012,Guerrero,1639,36.7,601
5,Coahuila de Zaragoza,5013,Hidalgo,1731,41.4,716
5,Coahuila de Zaragoza,5014,Jiménez,9479,31.2,2959
5,Coahuila de Zaragoza,5015,Juárez,1580,12.2,192
5,Coahuila de Zaragoza,5016,Lamadrid,1760,5.7,101
5,Coahuila de Zaragoza,5017,Matamoros,122631,24.9,30566
5,Coahuila de Zaragoza,5018,Monclova,237448,17.9,42488
5,Coahuila de Zaragoza,5019,Morelos,7908,15.5,1224
5,Coahuila de Zaragoza,5020,Múzquiz,69412,17.4,12102
5,Coahuila de Zaragoza,5021,Nadadores,6523,8.1,528
5,Coahuila de Zaragoza,5022,Nava,31460,10,3140
5,Coahuila de Zaragoza,5023,Ocampo,9618,35.4,3401
5,Coahuila de Zaragoza,5024,Parras,43653,20.8,9096
5,Coahuila de Zaragoza,5025,Piedras Negras,179135,14.4,25861
5,Coahuila de Zaragoza,5026,Progreso,3231,30.3,979
5,Coahuila de Zaragoza,5027,Ramos Arizpe,121756,11.1,13552
5,Coahuila de Zaragoza,5028,Sabinas,61536,10,6137
5,Coahuila de Zaragoza,5029,Sacramento,2465,11.7,287
5,Coahuila de Zaragoza,5030,Saltillo,872289,11.1,96884
5,Coahuila de Zaragoza,5031,San Buenaventura,24186,11.9,2870
5,Coahuila de Zaragoza,5032,San Juan de Sabinas,38205,7.7,2942
5,Coahuila de Zaragoza,5033,San Pedro,104840,29.3,30734
5,Coahuila de Zaragoza,5034,Sierra Mojada,6727,12.9,871
5,Coahuila de Zaragoza,5035,Torreón,720266,15,108167
5,Coahuila de Zaragoza,5036,Viesca,20922,33.7,7042
5,Coahuila de Zaragoza,5037,Villa Unión,6173,9.9,611
5,Coahuila de Zaragoza,5038,Zaragoza,13086,24.4,3195
6,Colima,6001,Armería,28386,23.2,6587
6,Colima,6002,Colima,169235,17.2,29055
6,Colima,6003,Comala,23789,20.7,4917
6,Colima,6004,Coquimatlán,22951,20,4589
6,Colima,6005,Cuauhtémoc,33174,16,5301
6,Colima,6006,Ixtlahuacán,6043,21.2,1278
6,Colima,6007,Manzanillo,205131,11.2,23053
6,Colima,6008,Minatitlán,11499,17.5,2017
6,Colima,6009,Tecomán,122679,26.3,32317
6,Colima,6010,Villa de Álvarez,163129,13.1,21306
7,Chiapas,7001,Acacoyagua,20744,18.1,3748
7,Chiapas,7002,Acala,17543,31.3,5486
7,Chiapas,7003,Acapetahua,30494,15.1,4614
7,Chiapas,7004,Altamirano,35184,20.4,7171
7,Chiapas,7005,Amatán,26413,14.8,3910
7,Chiapas,7006,Amatenango de la Frontera,32876,11.7,3841
7,Chiapas,7007,Amatenango del Valle,11394,4.3,485
7,Chiapas,7008,Angel Albino Corzo,30292,15.7,4762
7,Chiapas,7009,Arriaga,44306,34.9,15479
7,Chiapas,7010,Bejucal de Ocampo,7437,2.6,192
7,Chiapas,7011,Bella Vista,19652,16.1,3164
7,Chiapas,7012,Berriozábal,68901,19,13074
7,Chiapas,7013,Bochil,35167,40.9,14385
7,Chiapas,7014,El Bosque,24512,16.3,4002
7,Chiapas,7015,Cacahoatán,51214,20.4,10434
7,Chiapas,7016,Catazajá,22056,37.1,8174
7,Chiapas,7017,Cintalapa,88215,19.9,17544
7,Chiapas,7018,Coapilla,9997,21.5,2149
7,Chiapas,7019,Comitán de Domínguez,168305,22.9,38477
7,Chiapas,7020,La Concordia,52035,26.3,13678
7,Chiapas,7021,Copainalá,22344,10.1,2255
7,Chiapas,7022,Chalchihuitán,22131,28.8,6374
7,Chiapas,7023,Chamula,102970,13.7,14080
7,Chiapas,7024,Chanal,13813,29.3,4043
7,Chiapas,7025,Chapultenango,7546,14.7,1108
7,Chiapas,7026,Chenalhó,47837,11.4,5433
7,Chiapas,7027,Chiapa de Corzo,107948,25,26975
7,Chiapas,7028,Chiapilla,6217,22.7,1412
7,Chiapas,7029,Chicoasén,5455,19.5,1065
7,Chiapas,7030,Chicomuselo,37208,25.8,9600
7,Chiapas,7031,Chilón,135413,4.9,6648
7,Chiapas,7032,Escuintla,31274,18.2,5693
7,Chiapas,7033,Francisco León,7316,18,1315
7,Chiapas,7034,Frontera Comalapa,88106,25.3,22263
7,Chiapas,7035,Frontera Hidalgo,15779,29.9,4716
7,Chiapas,7036,La Grandeza,7777,1.9,151
7,Chiapas,7037,Huehuetán,43293,21,9089
7,Chiapas,7038,Huixtán,22207,29.3,6504
7,Chiapas,7039,Huitiupán,27143,27.2,7376
7,Chiapas,7040,Huixtla,58546,22,12871
7,Chiapas,7041,La Independencia,48650,22.2,10797
7,Chiapas,7042,Ixhuatán,11325,27,3063
7,Chiapas,7043,Ixtacomitán,12660,16.3,2058
7,Chiapas,7044,Ixtapa,28213,43.4,12240
7,Chiapas,7045,Ixtapangajoya,6346,16.7,1063
7,Chiapas,7046,Jiquipilas,45508,30.5,13883
7,Chiapas,7047,Jitotol,28162,13.7,3859
7,Chiapas,7048,Juárez,26840,25.5,6855
7,Chiapas,7049,Larráinzar,31567,10.2,3222
7,Chiapas,7050,La Libertad,5283,38.2,2019
7,Chiapas,7051,Mapastepec,52678,23.8,12557
7,Chiapas,7052,Las Margaritas,127085,7.5,9476
7,Chiapas,7053,Mazapa de Madero,7979,15.6,1244
7,Chiapas,7054,Mazatán,31641,25.8,8175
7,Chiapas,7055,Metapa,5934,24,1423
7,Chiapas,7056,Mitontic,13890,4.1,570
7,Chiapas,7057,Motozintla,64118,8.6,5545
7,Chiapas,7058,Nicolás Ruíz,4812,27.8,1338
7,Chiapas,7059,Ocosingo,226190,23.1,52262
7,Chiapas,7060,Ocotepec,14227,11,1561
7,Chiapas,7061,Ocozocoautla de Espinosa,96583,18.8,18119
7,Chiapas,7062,Ostuacán,22959,20.8,4770
7,Chiapas,7063,Osumacinta,4022,13.3,533
7,Chiapas,7064,Oxchuc,55473,13,7235
7,Chiapas,7065,Palenque,141634,38.8,54901
7,Chiapas,7066,Pantelhó,26651,16.9,4504
7,Chiapas,7067,Pantepec,12071,26.2,3158
7,Chiapas,7068,Pichucalco,35523,17.1,6071
7,Chiapas,7069,Pijijiapan,57796,26.2,15149
7,Chiapas,7070,El Porvenir,9590,5.8,557
7,Chiapas,7071,Villa Comaltitlán,38577,23.4,9011
7,Chiapas,7072,Pueblo Nuevo Solistahuacán,26573,31.3,8329
7,Chiapas,7073,Rayón,10471,30.6,3200
7,Chiapas,7074,Reforma,46785,43.8,20497
7,Chiapas,7075,Las Rosas,28185,19.1,5392
7,Chiapas,7076,Sabanilla,32151,3.1,1003
7,Chiapas,7077,Salto de Agua,66983,19.8,13230
7,Chiapas,7078,San Cristóbal de las Casas,208888,24.6,51349
7,Chiapas,7079,San Fernando,42802,10.6,4552
7,Chiapas,7080,Siltepec,18455,21.1,3886
7,Chiapas,7081,Simojovel,51759,22.9,11856
7,Chiapas,7082,Sitalá,15671,22.7,3553
7,Chiapas,7083,Socoltenango,20042,30.7,6154
7,Chiapas,7084,Solosuchiapa,8645,11.7,1010
7,Chiapas,7085,Soyaló,9626,31.6,3041
7,Chiapas,7086,Suchiapa,25932,27.1,7038
7,Chiapas,7087,Suchiate,41990,30.9,12961
7,Chiapas,7088,Sunuapa,2331,17.3,403
7,Chiapas,7089,Tapachula,361784,21.3,77012
7,Chiapas,7090,Tapalapa,4592,10.9,499
7,Chiapas,7091,Tapilula,13807,27,3729
7,Chiapas,7092,Tecpatán,23836,25.7,6133
7,Chiapas,7093,Tenejapa,48636,14.7,7172
7,Chiapas,7094,Teopisca,42484,28,11909
7,Chiapas,7096,Tila,75471,20.8,15699
7,Chiapas,7097,Tonalá,95427,25.2,24090
7,Chiapas,7098,Totolapa,7282,23.1,1679
7,Chiapas,7099,La Trinitaria,91465,28.3,25862
7,Chiapas,7100,Tumbalá,38399,14.6,5591
7,Chiapas,7101,Tuxtla Gutiérrez,584797,14.7,85716
7,Chiapas,7102,Tuxtla Chico,48428,24.1,11685
7,Chiapas,7103,Tuzantán,33853,25.8,8727
7,Chiapas,7104,Tzimol,17991,17,3057
7,Chiapas,7105,Unión Juárez,16313,15.7,2555
7,Chiapas,7106,Venustiano Carranza,66412,31.6,20964
7,Chiapas,7107,Villa Corzo,66434,27.6,18337
7,Chiapas,7108,Villaflores,114882,27.5,31602
7,Chiapas,7109,Yajalón,37226,7.2,2664
7,Chiapas,7110,San Lucas,7600,43.4,3297
7,Chiapas,7111,Zinacantán,45819,32.6,14935
7,Chiapas,7112,San Juan Cancuc,38321,12.2,4667
7,Chiapas,7113,Aldama,8563,20.8,1785
7,Chiapas,7114,Benemérito de las Américas,25505,26.1,6667
7,Chiapas,7115,Maravilla Tenejapa,14859,24.4,3626
7,Chiapas,7116,Marqués de Comillas,13168,15.8,2085
7,Chiapas,7117,Montecristo de Guerrero,8495,9.9,844
7,Chiapas,7118,San Andrés Duraznal,6107,20.3,1240
7,Chiapas,7119,Santiago el Pinar,5008,34.3,1718
7,Chiapas,7120,Capitán Luis Ángel Vidal,4357,11.5,501
7,Chiapas,7121,Rincón Chamula San Pedro,8804,54.8,4825
7,Chiapas,7122,El Parral,15267,25.4,3878
7,Chiapas,7123,Emiliano Zapata,11710,31.5,3684
7,Chiapas,7124,Mezcalapa,25177,12.9,3240
7,Chiapas,7125,Honduras de la Sierra,n.d.,n.d.,n.d.
8,Chihuahua,8001,Ahumada,14480,15.7,2278
8,Chihuahua,8002,Aldama,25835,7.7,1995
8,Chihuahua,8003,Allende,8828,6.2,544
8,Chihuahua,8004,Aquiles Serdán,25110,14.3,3598
8,Chihuahua,8005,Ascensión,28359,20.1,5713
8,Chihuahua,8006,Bachíniva,6040,9.9,600
8,Chihuahua,8007,Balleza,17100,50.1,8569
8,Chihuahua,8008,Batopilas,11723,40.7,4766
8,Chihuahua,8009,Bocoyna,23567,18.3,4316
8,Chihuahua,8010,Buenaventura,25840,13.4,3456
8,Chihuahua,8011,Camargo,49830,7.1,3526
8,Chihuahua,8012,Carichí,8439,26.1,2205
8,Chihuahua,8013,Casas Grandes,12738,18.4,2341
8,Chihuahua,8014,Coronado,2116,9.8,207
8,Chihuahua,8015,Coyame del Sotol,1279,2.3,30
8,Chihuahua,8016,La Cruz,3853,6.8,264
8,Chihuahua,8017,Cuauhtémoc,181023,15.6,28182
8,Chihuahua,8018,Cusihuiriachi,5304,8.8,466
8,Chihuahua,8019,Chihuahua,967161,10.1,97816
8,Chihuahua,8020,Chínipas,6472,13.7,886
8,Chihuahua,8021,Delicias,157290,11.9,18768
8,Chihuahua,8022,Dr. Belisario Domínguez,2555,10,255
8,Chihuahua,8023,Galeana,6923,7.3,504
8,Chihuahua,8024,Santa Isabel,3943,4.9,192
8,Chihuahua,8025,Gómez Farías,7305,19.5,1427
8,Chihuahua,8026,Gran Morelos,2546,12.9,327
8,Chihuahua,8027,Guachochi,49917,45.8,22843
8,Chihuahua,8028,Guadalupe,4407,5.5,244
8,Chihuahua,8029,Guadalupe y Calvo,48121,36,17328
8,Chihuahua,8030,Guazapares,8525,11.9,1013
8,Chihuahua,8031,Guerrero,35470,21.8,7725
8,Chihuahua,8032,Hidalgo del Parral,121680,11.2,13681
8,Chihuahua,8033,Huejotitán,857,2.5,21
8,Chihuahua,8034,Ignacio Zaragoza,5405,5.9,321
8,Chihuahua,8035,Janos,10732,9.1,977
8,Chihuahua,8036,Jiménez,42674,11.6,4953
8,Chihuahua,8037,Juárez,1600083,11.7,187720
8,Chihuahua,8038,Julimes,5180,9.5,490
8,Chihuahua,8039,López,4288,9.8,420
8,Chihuahua,8040,Madera,25738,16.8,4320
8,Chihuahua,8041,Maguarichi,1354,20.4,276
8,Chihuahua,8042,Manuel Benavides,1225,1.6,20
8,Chihuahua,8043,Matachí,2852,14.8,423
8,Chihuahua,8044,Matamoros,4487,12.8,572
8,Chihuahua,8045,Meoqui,47054,16.6,7802
8,Chihuahua,8046,Morelos,7558,45.6,3447
8,Chihuahua,8047,Moris,4626,9.7,448
8,Chihuahua,8048,Namiquipa,22630,10.6,2409
8,Chihuahua,8049,Nonoava,2868,23.7,680
8,Chihuahua,8050,Nuevo Casas Grandes,70947,17.4,12330
8,Chihuahua,8051,Ocampo,8453,12.7,1075
8,Chihuahua,8052,Ojinaga,24094,5.9,1410
8,Chihuahua,8053,Praxedis G. Guerrero,5316,15.6,832
8,Chihuahua,8054,Riva Palacio,8004,2.8,223
8,Chihuahua,8055,Rosales,17178,11.7,2008
8,Chihuahua,8056,Rosario,2162,8.5,183
8,Chihuahua,8057,San Francisco de Borja,2285,17.9,409
8,Chihuahua,8058,San Francisco de Conchos,2804,4.8,134
8,Chihuahua,8059,San Francisco del Oro,5205,7.9,409
8,Chihuahua,8060,Santa Bárbara,11764,12.6,1481
8,Chihuahua,8061,Satevó,3551,4.8,171
8,Chihuahua,8062,Saucillo,30457,10,3060
8,Chihuahua,8063,Temósachic,5534,15.2,839
8,Chihuahua,8064,El Tule,1506,12.7,192
8,Chihuahua,8065,Urique,17727,33.8,5985
8,Chihuahua,8066,Uruachi,6773,38.7,2621
8,Chihuahua,8067,Valle de Zaragoza,4967,10.6,527
9,Ciudad de México,9002,Azcapotzalco,404958,10.9,44230
9,Ciudad de México,9003,Coyoacán,568913,11.9,67750
9,Ciudad de México,9004,Cuajimalpa de Morelos,199872,15.1,30264
9,Ciudad de México,9005,Gustavo A. Madero,1130265,17.6,198499
9,Ciudad de México,9006,Iztacalco,376976,13.2,49657
9,Ciudad de México,9007,Iztapalapa,1760382,20.3,357903
9,Ciudad de México,9008,La Magdalena Contreras,241690,15.8,38307
9,Ciudad de México,9009,Milpa Alta,161267,23.9,38507
9,Ciudad de México,9010,Álvaro Obregón,726046,16.4,118999
9,Ciudad de México,9011,Tláhuac,377744,18,67895
9,Ciudad de México,9012,Tlalpan,690788,19.7,135851
9,Ciudad de México,9013,Xochimilco,437383,19,83026
9,Ciudad de México,9014,Benito Juárez,373752,5.7,21219
9,Ciudad de México,9015,Cuauhtémoc,491816,12.6,62083
9,Ciudad de México,9016,Miguel Hidalgo,364554,8.3,30395
9,Ciudad de México,9017,Venustiano Carranza,414914,10.8,44753
10,Durango,10001,Canatlán,32747,14.4,4711
10,Durango,10002,Canelas,4367,6.1,267
10,Durango,10003,Coneto de Comonfort,4128,16.5,682
10,Durango,10004,Cuencamé,36016,17.8,6420
10,Durango,10005,Durango,696912,15.8,109867
10,Durango,10006,General Simón Bolívar,10404,16.8,1753
10,Durango,10007,Gómez Palacio,379654,22.7,86044
10,Durango,10008,Guadalupe Victoria,39260,18.4,7234
10,Durango,10009,Guanaceví,9975,13.2,1318
10,Durango,10010,Hidalgo,3884,9.8,382
10,Durango,10011,Indé,4799,10.1,486
10,Durango,10012,Lerdo,166863,18.4,30700
10,Durango,10013,Mapimí,27647,18.7,5159
10,Durango,10014,Mezquital,49103,55.9,27449
10,Durango,10015,Nazas,12999,10.9,1421
10,Durango,10016,Nombre de Dios,19686,13.9,2728
10,Durango,10017,Ocampo,8089,16,1296
10,Durango,10018,El Oro,10772,13.1,1407
10,Durango,10019,Otáez,4977,6.4,317
10,Durango,10020,Pánuco de Coronado,13699,24.3,3331
10,Durango,10021,Peñón Blanco,11571,23.9,2768
10,Durango,10022,Poanas,26654,15.6,4157
10,Durango,10023,Pueblo Nuevo,45042,22.6,10179
10,Durango,10024,Rodeo,13350,17.8,2374
10,Durango,10025,San Bernardo,2867,13.1,376
10,Durango,10026,San Dimas,15704,2,321
10,Durango,10027,San Juan de Guadalupe,5307,15.8,838
10,Durango,10028,San Juan del Río,12200,9.9,1203
10,Durango,10029,San Luis del Cordero,2126,9.3,198
10,Durango,10030,San Pedro del Gallo,1650,5.2,87
10,Durango,10031,Santa Clara,6799,22.1,1500
10,Durango,10032,Santiago Papasquiaro,51174,18.2,9296
10,Durango,10033,Súchil,6991,27.5,1925
10,Durango,10034,Tamazula,19572,18.3,3581
10,Durango,10035,Tepehuanes,10392,13.6,1412
10,Durango,10036,Tlahualilo,21285,15,3195
10,Durango,10037,Topia,9420,11.9,1118
10,Durango,10038,Vicente Guerrero,24955,18.3,4574
10,Durango,10039,Nuevo Ideal,29224,14.7,4307
11,Guanajuato,11001,Abasolo,90117,25.7,23202
11,Guanajuato,11002,Acámbaro,100790,23.3,23501
11,Guanajuato,11003,San Miguel de Allende,160064,19.4,30989
11,Guanajuato,11004,Apaseo el Alto,57969,16.6,9643
11,Guanajuato,11005,Apaseo el Grande,117197,22.1,25897
11,Guanajuato,11006,Atarjea,5191,12.3,641
11,Guanajuato,11007,Celaya,528425,19.3,101848
11,Guanajuato,11008,Manuel Doblado,39597,23.5,9301
11,Guanajuato,11009,Comonfort,73660,23,16974
11,Guanajuato,11010,Coroneo,10291,28.2,2902
11,Guanajuato,11011,Cortazar,90924,11.5,10439
11,Guanajuato,11012,Cuerámaro,29365,24.8,7288
11,Guanajuato,11013,Doctor Mora,25537,18.2,4641
11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,164553,23.7,38984
11,Guanajuato,11015,Guanajuato,186965,15.1,28295
11,Guanajuato,11016,Huanímaro,18630,23.5,4377
11,Guanajuato,11017,Irapuato,602842,20.5,123646
11,Guanajuato,11018,Jaral del Progreso,33379,21.7,7256
11,Guanajuato,11019,Jerécuaro,40682,14.4,5852
11,Guanajuato,11020,León,1780345,29,515767
11,Guanajuato,11021,Moroleón,39488,10.7,4227
11,Guanajuato,11022,Ocampo,24180,24.6,5944
11,Guanajuato,11023,Pénjamo,147859,23.8,35178
11,Guanajuato,11024,Pueblo Nuevo,12144,20.5,2490
11,Guanajuato,11025,Purísima del Rincón,80877,25.6,20725
11,Guanajuato,11026,Romita,59106,24,14165
11,Guanajuato,11027,Salamanca,274461,21.7,59666
11,Guanajuato,11028,Salvatierra,84444,17.1,14467
11,Guanajuato,11029,San Diego de la Unión,37346,15.3,5712
